site_id,lat,lon,is_existing,got_tower,got_wisp,tower_year,wisp_year
1767,15.934,-85.914,1,0,0,0,0
1768,15.942,-85.912,1,0,0,0,0
1769,15.933,-85.892,1,0,1,0,5
1770,15.935,-85.135,1,0,0,0,0
1772,15.96,-84.947,1,0,0,0,0
1775,16.007,-85.97,1,0,0,0,0
1776,16.009,-85.951,1,0,0,0,0
1777,16.009,-85.95,1,0,1,0,5
6710,15.538,-86.252,1,0,0,0,0
9860,15.4766,-86.0546,0,1,1,3,5
9901,15.5766,-85.2546,0,1,1,1,5
9934,15.6766,-86.3546,0,1,1,1,5
9936,15.6766,-85.6546,0,1,1,3,5
9941,15.6766,-85.1546,0,1,1,1,5
9967,15.7766,-86.2546,0,1,1,5,5
9985,15.8766,-86.1546,0,1,1,3,5
9989,15.8766,-85.0546,0,1,1,4,5
7620,14.4579,-89.1291,1,0,1,0,5
7621,14.4673,-89.2001,1,0,0,0,0
7622,14.4586,-89.1658,1,0,0,0,0
7624,14.4734,-89.0622,1,0,0,0,0
7625,14.4834,-89.0515,1,0,0,0,0
7633,14.5696,-88.9318,1,0,0,0,0
7642,14.4834,-89.022,1,0,1,0,5
7644,14.4216,-88.9527,1,0,1,0,5
7646,14.4922,-89.215,1,0,0,0,0
7649,14.4614,-89.1278,1,0,0,0,0
7650,14.4176,-89.192,1,0,0,0,0
7653,14.4552,-88.9599,1,0,0,0,0
7659,14.502,-88.9586,1,0,0,0,0
7661,14.4605,-89.1582,1,0,0,0,0
7662,14.4905,-88.9609,1,0,0,0,0
7665,14.5017,-89.2241,1,0,1,0,5
7666,14.4868,-89.0357,1,0,0,0,0
7670,14.4457,-89.1749,1,0,0,0,0
7671,14.4585,-89.1253,1,0,0,0,0
7714,14.4308,-88.9527,1,0,0,0,0
7739,14.462,-89.0994,1,0,0,0,0
7740,14.5249,-88.9503,1,0,1,0,5
7755,14.42,-88.9533,1,0,0,0,0
